date,game_pk,link,game_type,season,game_date,official_date,is_tie,game_number,public_facing,double_header,gameday_type,tiebreaker,calendar_event_id,season_display,day_night,scheduled_innings,reverse_home_away_status,inning_break_length,games_in_series,series_game_number,series_description,record_source,if_necessary,if_necessary_description,description,status_abstract_game_state,status_coded_game_state,status_detailed_state,status_status_code,status_start_time_tbd,status_abstract_game_code,teams_away_score,teams_away_is_winner,teams_away_spit_squad,teams_away_series_number,teams_away_league_record_wins,teams_away_league_record_losses,teams_away_league_record_pct,teams_away_team_id,teams_away_team_name,teams_away_team_link,teams_home_score,teams_home_is_winner,teams_home_spit_squad,teams_home_series_number,teams_home_league_record_wins,teams_home_league_record_losses,teams_home_league_record_pct,teams_home_team_id,teams_home_team_name,teams_home_team_link,game_year,game_month,game_day
2023-06-05T15:00:00Z,742161,/api/v1.1/game/742161/feed/live,R,2023,2023-06-05T15:00:00Z,2023-06-05,False,1,True,N,N,N,44-742161-2023-06-05,2023,day,9,False,120,1,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,4,True,False,1,1,0,1.0,607,DSL Brewers 1,/api/v1/teams/607,2,False,False,1,0,1,0.0,602,DSL Athletics,/api/v1/teams/602,2023,6,5
2023-06-05T15:00:00Z,742021,/api/v1.1/game/742021/feed/live,R,2023,2023-06-05T15:00:00Z,2023-06-05,False,1,True,N,N,N,44-742021-2023-06-05,2023,day,9,False,120,1,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,4,False,False,1,0,1,0.0,600,DSL Angels,/api/v1/teams/600,5,True,False,1,1,0,1.0,608,DSL Cardinals,/api/v1/teams/608,2023,6,5
2023-06-05T15:00:00Z,741772,/api/v1.1/game/741772/feed/live,R,2023,2023-06-05T15:00:00Z,2023-06-05,False,1,True,N,N,N,44-741772-2023-06-05,2023,day,7,False,120,2,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,4,True,False,1,1,0,1.0,611,DSL LAD Bautista,/api/v1/teams/611,3,False,False,1,0,1,0.0,612,DSL LAD Mega,/api/v1/teams/612,2023,6,5
2023-06-05T15:00:00Z,741973,/api/v1.1/game/741973/feed/live,R,2023,2023-06-05T15:00:00Z,2023-06-05,False,1,True,N,N,N,44-741973-2023-06-05,2023,day,7,False,120,1,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,1,False,False,1,0,1,0.0,620,DSL Mets Blue,/api/v1/teams/620,2,True,False,1,1,0,1.0,609,DSL Cubs Blue,/api/v1/teams/609,2023,6,5
2023-06-05T15:00:00Z,742277,/api/v1.1/game/742277/feed/live,R,2023,2023-06-05T15:00:00Z,2023-06-05,False,1,True,N,N,N,44-742277-2023-06-05,2023,day,9,False,120,1,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,11,True,False,1,1,0,1.0,621,DSL Orioles Black,/api/v1/teams/621,2,False,False,1,0,1,0.0,610,DSL Arizona Black,/api/v1/teams/610,2023,6,5
2023-06-05T15:00:00Z,741127,/api/v1.1/game/741127/feed/live,R,2023,2023-06-05T15:00:00Z,2023-06-05,False,1,True,N,N,N,44-741127-2023-06-05,2023,day,9,False,120,1,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,6,False,False,1,0,1,0.0,619,DSL Marlins,/api/v1/teams/619,7,True,False,1,1,0,1.0,629,DSL Rockies,/api/v1/teams/629,2023,6,5
2023-06-05T15:00:00Z,741016,/api/v1.1/game/741016/feed/live,R,2023,2023-06-05T15:00:00Z,2023-06-05,False,1,True,N,N,N,44-741016-2023-06-05,2023,day,9,False,120,2,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,0,False,False,1,0,1,0.0,624,DSL Pirates Black,/api/v1/teams/624,3,True,False,1,1,0,1.0,631,DSL Tigers 1,/api/v1/teams/631,2023,6,5
2023-06-05T15:00:00Z,740962,/api/v1.1/game/740962/feed/live,R,2023,2023-06-05T15:00:00Z,2023-06-05,False,1,True,N,N,N,44-740962-2023-06-05,2023,day,9,False,120,1,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,5,True,False,1,1,0,1.0,615,DSL Giants Orange,/api/v1/teams/615,1,False,False,1,0,1,0.0,632,DSL Twins,/api/v1/teams/632,2023,6,5
2023-06-05T15:00:00Z,741462,/api/v1.1/game/741462/feed/live,R,2023,2023-06-05T15:00:00Z,2023-06-05,False,1,True,N,N,N,44-741462-2023-06-05,2023,day,7,False,120,1,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,4,False,False,1,0,1,0.0,633,DSL White Sox,/api/v1/teams/633,7,True,False,1,1,0,1.0,622,DSL Padres Brown,/api/v1/teams/622,2023,6,5
2023-06-05T15:00:00Z,742220,/api/v1.1/game/742220/feed/live,R,2023,2023-06-05T15:00:00Z,2023-06-05,False,1,True,N,N,N,44-742220-2023-06-05,2023,day,9,False,120,1,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,6,True,False,1,1,0,1.0,634,DSL NYY Bombers,/api/v1/teams/634,4,False,False,1,0,1,0.0,601,DSL Astros Blue,/api/v1/teams/601,2023,6,5
2023-06-05T15:00:00Z,742052,/api/v1.1/game/742052/feed/live,R,2023,2023-06-05T15:00:00Z,2023-06-05,False,1,True,N,N,N,44-742052-2023-06-05,2023,day,9,False,120,1,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,7,False,False,1,0,1,0.0,605,DSL Braves,/api/v1/teams/605,11,True,False,1,1,0,1.0,2101,DSL Brewers 2,/api/v1/teams/2101,2023,6,5
