date,game_pk,link,game_type,season,game_date,official_date,is_tie,game_number,public_facing,double_header,gameday_type,tiebreaker,calendar_event_id,season_display,day_night,scheduled_innings,reverse_home_away_status,inning_break_length,games_in_series,series_game_number,series_description,record_source,if_necessary,if_necessary_description,description,status_abstract_game_state,status_coded_game_state,status_detailed_state,status_status_code,status_start_time_tbd,status_abstract_game_code,teams_away_score,teams_away_is_winner,teams_away_spit_squad,teams_away_series_number,teams_away_league_record_wins,teams_away_league_record_losses,teams_away_league_record_pct,teams_away_team_id,teams_away_team_name,teams_away_team_link,teams_home_score,teams_home_is_winner,teams_home_spit_squad,teams_home_series_number,teams_home_league_record_wins,teams_home_league_record_losses,teams_home_league_record_pct,teams_home_team_id,teams_home_team_name,teams_home_team_link,game_year,game_month,game_day
2023-04-01T00:05:00Z,721807,/api/v1.1/game/721807/feed/live,R,2023,2023-04-01T00:05:00Z,2023-03-31,False,1,True,N,E,N,44-721807-2023-03-31,2023,night,9,False,120,3,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,14,True,False,1,1,0,1.0,529,Tacoma Rainiers,/api/v1/teams/529,8,False,False,1,0,1,0.0,238,Oklahoma City Dodgers,/api/v1/teams/238,2023,3,31
2023-04-01T00:08:00Z,723540,/api/v1.1/game/723540/feed/live,R,2023,2023-04-01T00:08:00Z,2023-03-31,False,1,True,N,E,N,44-723540-2023-03-31,2023,night,9,False,120,3,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,5,False,False,1,0,1,0.0,445,Columbus Clippers,/api/v1/teams/445,11,True,False,1,1,0,1.0,451,Iowa Cubs,/api/v1/teams/451,2023,3,31
2023-04-01T01:05:00Z,721957,/api/v1.1/game/721957/feed/live,R,2023,2023-04-01T01:05:00Z,2023-03-31,False,1,True,N,E,N,44-721957-2023-03-31,2023,night,9,False,120,3,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,3,False,False,1,0,1,0.0,5434,Sugar Land Space Cowboys,/api/v1/teams/5434,14,True,False,1,1,0,1.0,4904,El Paso Chihuahuas,/api/v1/teams/4904,2023,3,31
2023-03-31T19:05:00Z,721508,/api/v1.1/game/721508/feed/live,R,2023,2023-03-31T19:05:00Z,2023-04-01,False,2,True,N,E,N,44-721508-2023-03-31,2023,day,7,False,120,3,1,Regular Season,S,N,Normal Game,,Final,D,Postponed,DI,False,F,,,False,1,0,1,0.0,105,Sacramento River Cats,/api/v1/teams/105,,,False,1,1,0,1.0,561,Salt Lake Bees,/api/v1/teams/561,2023,3,31
2023-03-31T23:35:00Z,723258,/api/v1.1/game/723258/feed/live,R,2023,2023-03-31T23:35:00Z,2023-04-01,False,2,True,N,E,N,44-723258-2023-03-31,2023,night,7,False,120,3,1,Regular Season,S,N,Normal Game,,Final,D,Postponed,DI,False,F,,,False,1,0,1,0.0,416,Louisville Bats,/api/v1/teams/416,,,False,1,1,0,1.0,556,Nashville Sounds,/api/v1/teams/556,2023,3,31
2023-04-01T17:05:00Z,723759,/api/v1.1/game/723759/feed/live,R,2023,2023-04-01T17:05:00Z,2023-04-01,False,2,True,N,E,N,44-723759-2023-04-01,2023,day,9,False,120,3,2,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,13,True,False,1,2,0,1.0,568,Norfolk Tides,/api/v1/teams/568,4,False,False,1,0,2,0.0,234,Durham Bulls,/api/v1/teams/234,2023,4,1
2023-04-01T17:05:00Z,723029,/api/v1.1/game/723029/feed/live,R,2023,2023-04-01T17:05:00Z,2023-04-01,False,2,True,N,E,N,44-723029-2023-04-01,2023,day,9,False,120,3,2,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,2,True,False,1,2,0,1.0,1410,Lehigh Valley IronPigs,/api/v1/teams/1410,1,False,False,1,0,2,0.0,534,Rochester Red Wings,/api/v1/teams/534,2023,4,1
2023-04-01T17:35:00Z,723604,/api/v1.1/game/723604/feed/live,R,2023,2023-04-01T17:35:00Z,2023-04-01,False,2,True,N,E,N,44-723604-2023-04-01,2023,day,9,False,120,3,2,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,12,True,False,1,2,0,1.0,541,Omaha Storm Chasers,/api/v1/teams/541,1,False,False,1,0,2,0.0,484,Indianapolis Indians,/api/v1/teams/484,2023,4,1
2023-04-01T18:05:00Z,721507,/api/v1.1/game/721507/feed/live,R,2023,2023-04-01T18:05:00Z,2023-04-01,False,1,True,Y,E,N,44-721507-2023-04-01,2023,day,7,False,120,3,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,0,False,False,1,0,1,0.0,105,Sacramento River Cats,/api/v1/teams/105,2,True,False,1,1,0,1.0,561,Salt Lake Bees,/api/v1/teams/561,2023,4,1
2023-04-01T18:10:00Z,721508,/api/v1.1/game/721508/feed/live,R,2023,2023-04-01T18:10:00Z,2023-04-01,False,2,True,Y,E,N,44-721508-2023-04-01,2023,day,7,False,120,3,2,Regular Season,S,N,Normal Game,Makeup of 3/31 PPD,Final,F,Final,F,True,F,7,True,False,1,1,1,0.5,105,Sacramento River Cats,/api/v1/teams/105,4,False,False,1,1,1,0.5,561,Salt Lake Bees,/api/v1/teams/561,2023,4,1
2023-04-01T20:05:00Z,722955,/api/v1.1/game/722955/feed/live,R,2023,2023-04-01T20:05:00Z,2023-04-01,False,2,True,N,E,N,44-722955-2023-04-01,2023,day,9,False,120,3,2,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,6,True,False,1,1,1,0.5,422,Buffalo Bisons,/api/v1/teams/422,4,False,False,1,1,1,0.5,531,Scranton/Wilkes-Barre RailRiders,/api/v1/teams/531,2023,4,1
2023-04-01T20:05:00Z,722654,/api/v1.1/game/722654/feed/live,R,2023,2023-04-01T20:05:00Z,2023-04-01,False,2,True,N,E,N,44-722654-2023-04-01,2023,day,9,False,120,3,2,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,16,True,False,1,1,1,0.5,552,Syracuse Mets,/api/v1/teams/552,6,False,False,1,1,1,0.5,533,Worcester Red Sox,/api/v1/teams/533,2023,4,1
2023-04-01T20:05:00Z,722733,/api/v1.1/game/722733/feed/live,R,2023,2023-04-01T20:05:00Z,2023-04-01,False,2,True,N,E,N,44-722733-2023-04-01,2023,day,9,False,120,3,2,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,6,True,False,1,1,1,0.5,1960,St. Paul Saints,/api/v1/teams/1960,1,False,False,1,1,1,0.5,512,Toledo Mud Hens,/api/v1/teams/512,2023,4,1
2023-04-01T20:08:00Z,723532,/api/v1.1/game/723532/feed/live,R,2023,2023-04-01T20:08:00Z,2023-04-01,False,2,True,N,E,N,44-723532-2023-04-01,2023,day,9,False,120,3,2,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,3,False,False,1,0,2,0.0,445,Columbus Clippers,/api/v1/teams/445,4,True,False,1,2,0,1.0,451,Iowa Cubs,/api/v1/teams/451,2023,4,1
2023-04-01T22:05:00Z,723248,/api/v1.1/game/723248/feed/live,R,2023,2023-04-01T22:05:00Z,2023-04-01,False,1,True,Y,E,N,44-723248-2023-04-01,2023,night,7,False,120,3,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,1,False,False,1,0,1,0.0,416,Louisville Bats,/api/v1/teams/416,3,True,False,1,1,0,1.0,556,Nashville Sounds,/api/v1/teams/556,2023,4,1
2023-04-01T22:10:00Z,723258,/api/v1.1/game/723258/feed/live,R,2023,2023-04-01T22:10:00Z,2023-04-01,False,2,True,Y,E,N,44-723258-2023-04-01,2023,night,7,False,120,3,2,Regular Season,S,N,Normal Game,Makeup of 3/31 ppd,Final,F,Final,F,True,F,4,False,False,1,0,2,0.0,416,Louisville Bats,/api/v1/teams/416,5,True,False,1,2,0,1.0,556,Nashville Sounds,/api/v1/teams/556,2023,4,1
2023-04-01T22:05:00Z,723680,/api/v1.1/game/723680/feed/live,R,2023,2023-04-01T22:05:00Z,2023-04-01,False,2,True,N,E,N,44-723680-2023-04-01,2023,night,9,False,120,3,2,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,8,True,False,1,1,1,0.5,564,Jacksonville Jumbo Shrimp,/api/v1/teams/564,7,False,False,1,1,1,0.5,431,Gwinnett Stripers,/api/v1/teams/431,2023,4,1
2023-04-01T23:04:00Z,725505,/api/v1.1/game/725505/feed/live,R,2023,2023-04-01T23:04:00Z,2023-04-01,False,2,True,N,E,N,44-725505-2023-04-01,2023,night,9,False,120,3,2,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,4,False,False,1,1,1,0.5,235,Memphis Redbirds,/api/v1/teams/235,5,True,False,1,1,1,0.5,494,Charlotte Knights,/api/v1/teams/494,2023,4,1
2023-04-01T23:05:00Z,721731,/api/v1.1/game/721731/feed/live,R,2023,2023-04-01T23:05:00Z,2023-04-01,False,2,True,N,E,N,44-721731-2023-04-01,2023,day,9,False,120,3,2,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,10,False,False,1,0,2,0.0,400,Las Vegas Aviators,/api/v1/teams/400,15,True,False,1,2,0,1.0,2310,Reno Aces,/api/v1/teams/2310,2023,4,1
2023-04-02T00:05:00Z,721658,/api/v1.1/game/721658/feed/live,R,2023,2023-04-02T00:05:00Z,2023-04-01,False,2,True,N,E,N,44-721658-2023-04-01,2023,night,9,False,120,3,2,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,1,False,False,1,1,1,0.5,342,Albuquerque Isotopes,/api/v1/teams/342,6,True,False,1,1,1,0.5,102,Round Rock Express,/api/v1/teams/102,2023,4,1
2023-04-02T00:05:00Z,721802,/api/v1.1/game/721802/feed/live,R,2023,2023-04-02T00:05:00Z,2023-04-01,False,2,True,N,E,N,44-721802-2023-04-01,2023,night,9,False,120,3,2,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,5,False,False,1,1,1,0.5,529,Tacoma Rainiers,/api/v1/teams/529,6,True,False,1,1,1,0.5,238,Oklahoma City Dodgers,/api/v1/teams/238,2023,4,1
2023-04-02T00:35:00Z,721956,/api/v1.1/game/721956/feed/live,R,2023,2023-04-02T00:35:00Z,2023-04-01,False,2,True,N,E,N,44-721956-2023-04-01,2023,night,9,False,120,3,2,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,7,True,False,1,1,1,0.5,5434,Sugar Land Space Cowboys,/api/v1/teams/5434,3,False,False,1,1,1,0.5,4904,El Paso Chihuahuas,/api/v1/teams/4904,2023,4,1
2023-04-02T17:05:00Z,725499,/api/v1.1/game/725499/feed/live,R,2023,2023-04-02T17:05:00Z,2023-04-02,False,3,True,N,E,N,44-725499-2023-04-02,2023,day,9,False,120,3,3,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,5,False,False,1,1,2,0.333,235,Memphis Redbirds,/api/v1/teams/235,6,True,False,1,2,1,0.667,494,Charlotte Knights,/api/v1/teams/494,2023,4,2
2023-04-02T17:05:00Z,722954,/api/v1.1/game/722954/feed/live,R,2023,2023-04-02T17:05:00Z,2023-04-02,False,3,True,N,E,N,44-722954-2023-04-02,2023,day,9,False,120,3,3,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,3,True,False,1,2,1,0.667,422,Buffalo Bisons,/api/v1/teams/422,2,False,False,1,1,2,0.333,531,Scranton/Wilkes-Barre RailRiders,/api/v1/teams/531,2023,4,2
2023-04-02T17:05:00Z,722656,/api/v1.1/game/722656/feed/live,R,2023,2023-04-02T17:05:00Z,2023-04-02,False,3,True,N,E,N,44-722656-2023-04-02,2023,day,9,False,120,3,3,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,1,False,False,1,1,2,0.333,552,Syracuse Mets,/api/v1/teams/552,8,True,False,1,2,1,0.667,533,Worcester Red Sox,/api/v1/teams/533,2023,4,2
2023-04-02T17:05:00Z,723682,/api/v1.1/game/723682/feed/live,R,2023,2023-04-02T17:05:00Z,2023-04-02,False,3,True,N,E,N,44-723682-2023-04-02,2023,day,9,False,120,3,3,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,13,True,False,1,2,1,0.667,564,Jacksonville Jumbo Shrimp,/api/v1/teams/564,12,False,False,1,1,2,0.333,431,Gwinnett Stripers,/api/v1/teams/431,2023,4,2
2023-04-02T17:35:00Z,723603,/api/v1.1/game/723603/feed/live,R,2023,2023-04-02T17:35:00Z,2023-04-02,False,3,True,N,E,N,44-723603-2023-04-02,2023,day,9,False,120,3,3,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,8,True,False,1,3,0,1.0,541,Omaha Storm Chasers,/api/v1/teams/541,3,False,False,1,0,3,0.0,484,Indianapolis Indians,/api/v1/teams/484,2023,4,2
2023-04-02T18:05:00Z,721652,/api/v1.1/game/721652/feed/live,R,2023,2023-04-02T18:05:00Z,2023-04-02,False,3,True,N,E,N,44-721652-2023-04-02,2023,day,9,False,120,3,3,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,10,True,False,1,2,1,0.667,342,Albuquerque Isotopes,/api/v1/teams/342,2,False,False,1,1,2,0.333,102,Round Rock Express,/api/v1/teams/102,2023,4,2
2023-04-02T18:05:00Z,722724,/api/v1.1/game/722724/feed/live,R,2023,2023-04-02T18:05:00Z,2023-04-02,False,3,True,N,E,N,44-722724-2023-04-02,2023,day,9,False,120,3,3,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,4,True,False,1,2,1,0.667,1960,St. Paul Saints,/api/v1/teams/1960,3,False,False,1,1,2,0.333,512,Toledo Mud Hens,/api/v1/teams/512,2023,4,2
2023-04-02T18:05:00Z,721955,/api/v1.1/game/721955/feed/live,R,2023,2023-04-02T18:05:00Z,2023-04-02,False,3,True,N,E,N,44-721955-2023-04-02,2023,day,9,False,120,3,3,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,4,True,False,1,2,1,0.667,5434,Sugar Land Space Cowboys,/api/v1/teams/5434,3,False,False,1,1,2,0.333,4904,El Paso Chihuahuas,/api/v1/teams/4904,2023,4,2
2023-04-02T18:08:00Z,723533,/api/v1.1/game/723533/feed/live,R,2023,2023-04-02T18:08:00Z,2023-04-02,False,3,True,N,E,N,44-723533-2023-04-02,2023,day,9,False,120,3,3,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,11,False,False,1,0,3,0.0,445,Columbus Clippers,/api/v1/teams/445,12,True,False,1,3,0,1.0,451,Iowa Cubs,/api/v1/teams/451,2023,4,2
2023-04-02T19:05:00Z,721803,/api/v1.1/game/721803/feed/live,R,2023,2023-04-02T19:05:00Z,2023-04-02,False,3,True,N,E,N,44-721803-2023-04-02,2023,day,9,False,120,3,3,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,9,False,False,1,1,2,0.333,529,Tacoma Rainiers,/api/v1/teams/529,10,True,False,1,2,1,0.667,238,Oklahoma City Dodgers,/api/v1/teams/238,2023,4,2
2023-04-02T19:05:00Z,723250,/api/v1.1/game/723250/feed/live,R,2023,2023-04-02T19:05:00Z,2023-04-02,False,3,True,N,E,N,44-723250-2023-04-02,2023,day,9,False,120,3,3,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,5,True,False,1,1,2,0.333,416,Louisville Bats,/api/v1/teams/416,2,False,False,1,2,1,0.667,556,Nashville Sounds,/api/v1/teams/556,2023,4,2
2023-04-02T19:05:00Z,721506,/api/v1.1/game/721506/feed/live,R,2023,2023-04-02T19:05:00Z,2023-04-02,False,3,True,N,E,N,44-721506-2023-04-02,2023,day,9,False,120,3,3,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,3,False,False,1,1,2,0.333,105,Sacramento River Cats,/api/v1/teams/105,8,True,False,1,2,1,0.667,561,Salt Lake Bees,/api/v1/teams/561,2023,4,2
2023-04-02T20:05:00Z,721728,/api/v1.1/game/721728/feed/live,R,2023,2023-04-02T20:05:00Z,2023-04-02,False,3,True,N,E,N,44-721728-2023-04-02,2023,day,9,False,120,3,3,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,13,True,False,1,1,2,0.333,400,Las Vegas Aviators,/api/v1/teams/400,2,False,False,1,2,1,0.667,2310,Reno Aces,/api/v1/teams/2310,2023,4,2
2023-04-02T21:05:00Z,723760,/api/v1.1/game/723760/feed/live,R,2023,2023-04-02T21:05:00Z,2023-04-02,False,3,True,N,E,N,44-723760-2023-04-02,2023,night,9,False,120,3,3,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,7,True,False,1,3,0,1.0,568,Norfolk Tides,/api/v1/teams/568,4,False,False,1,0,3,0.0,234,Durham Bulls,/api/v1/teams/234,2023,4,2
2023-04-02T17:05:00Z,723028,/api/v1.1/game/723028/feed/live,R,2023,2023-04-02T17:05:00Z,2023-04-02,False,3,True,N,E,N,44-723028-2023-04-02,2023,day,9,False,120,3,3,Regular Season,S,N,Normal Game,,Final,C,Cancelled,CI,False,F,,,False,1,2,0,1.0,1410,Lehigh Valley IronPigs,/api/v1/teams/1410,,,False,1,0,2,0.0,534,Rochester Red Wings,/api/v1/teams/534,2023,4,2
2023-04-04T18:05:00Z,722803,/api/v1.1/game/722803/feed/live,R,2023,2023-04-04T18:05:00Z,2023-04-04,False,1,True,N,E,N,44-722803-2023-04-04,2023,day,9,False,120,6,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,0,False,False,2,0,3,0.0,534,Rochester Red Wings,/api/v1/teams/534,5,True,False,2,2,2,0.5,552,Syracuse Mets,/api/v1/teams/552,2023,4,4
2023-04-04T22:15:00Z,725572,/api/v1.1/game/725572/feed/live,R,2023,2023-04-04T22:15:00Z,2023-04-04,False,1,True,N,E,N,44-725572-2023-04-04,2023,night,9,False,120,6,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,6,True,False,2,3,1,0.75,494,Charlotte Knights,/api/v1/teams/494,2,False,False,2,0,4,0.0,445,Columbus Clippers,/api/v1/teams/445,2023,4,4
2023-04-04T22:35:00Z,723405,/api/v1.1/game/723405/feed/live,R,2023,2023-04-04T22:35:00Z,2023-04-04,False,1,True,N,E,N,44-723405-2023-04-04,2023,night,9,False,120,6,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,2,False,False,2,0,4,0.0,484,Indianapolis Indians,/api/v1/teams/484,7,True,False,2,2,2,0.5,416,Louisville Bats,/api/v1/teams/416,2023,4,4
2023-04-04T22:35:00Z,723178,/api/v1.1/game/723178/feed/live,R,2023,2023-04-04T22:35:00Z,2023-04-04,False,1,True,N,E,N,44-723178-2023-04-04,2023,night,9,False,120,5,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,6,True,False,2,2,2,0.5,431,Gwinnett Stripers,/api/v1/teams/431,1,False,False,2,3,1,0.75,568,Norfolk Tides,/api/v1/teams/568,2023,4,4
2023-04-04T22:45:00Z,723480,/api/v1.1/game/723480/feed/live,R,2023,2023-04-04T22:45:00Z,2023-04-04,False,1,True,N,E,N,44-723480-2023-04-04,2023,night,9,False,120,6,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,3,False,False,2,1,3,0.25,531,Scranton/Wilkes-Barre RailRiders,/api/v1/teams/531,5,True,False,2,3,0,1.0,1410,Lehigh Valley IronPigs,/api/v1/teams/1410,2023,4,4
2023-04-04T23:05:00Z,725397,/api/v1.1/game/725397/feed/live,R,2023,2023-04-04T23:05:00Z,2023-04-04,False,1,True,N,E,N,44-725397-2023-04-04,2023,night,9,False,120,5,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,14,True,False,2,1,3,0.25,234,Durham Bulls,/api/v1/teams/234,8,False,False,2,2,2,0.5,564,Jacksonville Jumbo Shrimp,/api/v1/teams/564,2023,4,4
2023-04-04T23:05:00Z,721433,/api/v1.1/game/721433/feed/live,R,2023,2023-04-04T23:05:00Z,2023-04-04,False,1,True,N,E,N,44-721433-2023-04-04,2023,night,9,False,120,5,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,6,True,False,2,2,2,0.5,102,Round Rock Express,/api/v1/teams/102,3,False,False,2,2,2,0.5,5434,Sugar Land Space Cowboys,/api/v1/teams/5434,2023,4,4
2023-04-04T23:35:00Z,723103,/api/v1.1/game/723103/feed/live,R,2023,2023-04-04T23:35:00Z,2023-04-04,False,1,True,N,E,N,44-723103-2023-04-04,2023,night,9,False,120,6,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,9,True,False,2,2,2,0.5,512,Toledo Mud Hens,/api/v1/teams/512,2,False,False,2,3,1,0.75,541,Omaha Storm Chasers,/api/v1/teams/541,2023,4,4
2023-04-04T23:45:00Z,723326,/api/v1.1/game/723326/feed/live,R,2023,2023-04-04T23:45:00Z,2023-04-04,False,1,True,N,E,N,44-723326-2023-04-04,2023,night,9,False,120,6,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,5,False,False,2,2,2,0.5,556,Nashville Sounds,/api/v1/teams/556,7,True,False,2,2,2,0.5,235,Memphis Redbirds,/api/v1/teams/235,2023,4,4
2023-04-05T00:35:00Z,722031,/api/v1.1/game/722031/feed/live,R,2023,2023-04-05T00:35:00Z,2023-04-04,False,1,True,N,E,N,44-722031-2023-04-04,2023,night,9,False,120,6,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,5,False,False,2,2,2,0.5,561,Salt Lake Bees,/api/v1/teams/561,7,True,False,2,3,1,0.75,342,Albuquerque Isotopes,/api/v1/teams/342,2023,4,4
2023-04-05T01:05:00Z,721357,/api/v1.1/game/721357/feed/live,R,2023,2023-04-05T01:05:00Z,2023-04-04,False,1,True,N,E,N,44-721357-2023-04-04,2023,night,9,False,120,5,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,5,False,False,2,2,2,0.5,2310,Reno Aces,/api/v1/teams/2310,12,True,False,2,2,2,0.5,529,Tacoma Rainiers,/api/v1/teams/529,2023,4,4
2023-04-05T01:45:00Z,721580,/api/v1.1/game/721580/feed/live,R,2023,2023-04-05T01:45:00Z,2023-04-04,False,1,True,N,E,N,44-721580-2023-04-04,2023,night,9,False,120,6,1,Regular Season,S,N,Normal Game,,Final,F,Final,F,False,F,10,True,False,2,2,2,0.5,4904,El Paso Chihuahuas,/api/v1/teams/4904,8,False,False,2,1,3,0.25,105,Sacramento River Cats,/api/v1/teams/105,2023,4,4
